"","tract","Year","City","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople"
"351",143800,"2017","Los Angeles","Studio City","Studio City NC",2,3,2,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",143901,"2017","Los Angeles","Studio City","Studio City NC",2,3,2,18,46,4,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"353",143902,"2017","Los Angeles","Studio City","Studio City NC",2,3,4,18,46,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"354",181000,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,6,0,0,1,2,5,7,3,2,4,10,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
"355",181300,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,1,0,0,2,1,1,6,3,3,2,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
"356",181400,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,3,0,0,1,4,4,2,2,2,7,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
"357",181500,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,2,0,0,1,0,2,0,1,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"358",181600,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"359",183101,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,4,0,0,1,0,4,1,2,2,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
"360",183103,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"361",183104,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"362",183220,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",183221,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",183222,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"365",183300,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"366",183401,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,0,0,6,0,1,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"367",183402,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,1,0,0,0,2,7,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"368",183510,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,1,24,51,0,0,0,0,4,5,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
"369",183520,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,1,24,51,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
"370",183610,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,1,24,51,2,0,0,1,4,5,0,1,2,7,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
"371",183620,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"372",183701,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,14,24,51,15,0,0,0,0,4,8,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
"373",183702,"2017","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,14,24,51,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"374",183810,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,1,24,51,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"375",183820,"2017","Los Angeles","Highland Park","Historic Highland Park NC",4,1,1,24,51,0,0,0,0,0,4,0,3,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"376",185100,"2017","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,2,0,0,1,5,6,8,0,2,9,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
"377",185202,"2017","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,0,0,0,3,0,4,0,1,5,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
"378",185203,"2017","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,1,0,0,2,3,6,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
"379",185204,"2017","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,0,0,0,3,1,6,0,0,5,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"380",185310,"2017","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"381",185320,"2017","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,3,0,0,0,4,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
"382",186100,"2017","Los Angeles","Glassell Park","Glassell Park NC",4,1,14,24,51,0,0,0,0,0,4,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"383",186201,"2017","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,1,24,51,5,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
"384",186202,"2017","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,0,0,0,6,0,7,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
"385",186203,"2017","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,3,0,0,1,2,4,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
"386",186301,"2017","Los Angeles","Glassell Park","Glassell Park NC",4,1,13,24,51,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"387",186302,"2017","Los Angeles","Glassell Park","Glassell Park NC",4,1,1,24,51,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
"388",186401,"2017","Los Angeles","Glassell Park","Glassell Park NC",4,1,13,24,51,1,0,0,1,0,8,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"389",186403,"2017","Los Angeles","Glassell Park","Glassell Park NC",4,1,1,24,51,0,0,0,0,5,10,0,4,0,9,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
"390",186404,"2017","Los Angeles","Glassell Park","Glassell Park NC",4,1,1,24,51,0,0,0,0,3,4,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"391",187101,"2017","Los Angeles","Atwater Village","Atwater Village NC",4,1,13,24,43,1,1,4,1,2,2,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"392",187102,"2017","Los Angeles","Atwater Village","Atwater Village NC",4,1,13,24,51,9,0,0,1,0,1,1,2,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
"393",187200,"2017","Los Angeles","Elysian Valley","Elysian Valley Riverside NC",4,1,13,24,51,0,0,0,0,1,4,0,2,0,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"394",187300,"2017","Los Angeles","Silver Lake","Silver Lake NC",4,1,13,24,43,1,0,0,1,2,5,0,1,2,4,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"395",188100,"2017","Los Angeles","Atwater Village","Atwater Village NC",4,3,13,25,43,2,0,0,2,6,9,2,0,3,11,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
"396",188201,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,4,24,43,2,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"397",188202,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,4,25,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"398",188300,"2017","Los Angeles","Atwater Village","Atwater Village NC",4,3,13,25,43,1,0,0,2,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"399",189101,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,4,24,43,4,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"400",189102,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,4,25,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"401",189201,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,4,24,43,6,0,0,0,3,1,0,3,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"402",189202,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,4,25,43,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"403",189300,"2017","Los Angeles","Hollywood","Hollywood United NC",4,3,4,25,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"404",189400,"2017","Los Angeles","Hollywood","Hollywood United NC",4,3,4,25,43,0,0,0,2,3,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,10,0,10,21
"405",189500,"2017","Los Angeles","Hollywood","Hollywood United NC",4,3,4,26,43,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"406",189600,"2017","Los Angeles","Hollywood","Hollywood United NC",4,3,4,26,43,10,0,0,2,4,0,0,2,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
"407",189701,"2017","Los Angeles","Hollywood","Hollywood United NC",4,3,4,26,43,1,0,0,0,0,0,3,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"408",189702,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,46,7,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
"409",189800,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
"410",189902,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,50,6,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"411",189903,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"412",189904,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,50,6,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
"413",189905,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,50,8,0,0,1,1,2,1,1,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"414",190100,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,13,26,50,19,0,0,2,1,5,0,1,3,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
"415",190201,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,13,26,50,13,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,8,0,8,25
"416",190202,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,13,26,50,28,0,0,4,0,0,0,2,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
"417",190301,"2017","Los Angeles","Hollywood","Hollywood United NC",4,3,13,26,43,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,9,0,9,15
"418",190401,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,13,24,43,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"419",190402,"2017","Los Angeles","Los Feliz","Los Feliz NC",4,3,13,24,43,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"420",190510,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,3,13,24,43,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
"421",190520,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"422",190700,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,13,26,50,28,0,0,0,0,1,20,10,0,0,2,34,19,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,83,0,29,0,29,112
"423",190801,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,13,26,50,42,0,0,11,5,9,18,11,17,9,19,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,139
"424",190802,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,13,26,50,11,0,0,3,0,4,6,2,5,0,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
"425",190901,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,3,13,24,43,35,0,0,0,1,2,12,5,0,2,4,20,10,0,19,0,0,57,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,71,76,24,0,100,171
"426",190902,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,3,13,24,50,3,0,0,3,6,3,2,0,5,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
"427",191000,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,3,13,26,50,18,0,0,0,0,2,12,5,0,0,4,20,10,1,22,0,0,14,0,0,19,0,0,0,46,0,0,0,0,0,0,0,0,0,0,52,55,46,0,101,153
"428",191110,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,19,0,0,0,1,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
"429",191120,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,6,0,0,3,0,3,2,1,5,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
"430",191201,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,15,0,0,0,0,0,2,6,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
"431",191203,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,4,0,0,6,3,0,1,2,10,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
"432",191204,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,2,0,0,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"433",191301,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,5,0,0,0,4,0,17,5,0,7,0,29,10,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,51,0,9,0,9,60
"434",191302,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,9,0,0,0,1,1,2,4,0,2,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
"435",191410,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,3,0,0,1,3,1,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
"436",191420,"2017","Los Angeles","Hollywood","East Hollywood NC",4,2,13,24,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"437",191500,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,15,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
"438",191610,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,2,13,24,53,24,0,0,9,10,4,5,3,14,18,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
"439",191620,"2017","Los Angeles","Hollywood","East Hollywood NC",4,3,13,24,43,0,0,0,6,5,4,0,6,10,9,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
"440",191710,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,3,13,24,53,5,0,0,0,0,2,1,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
"441",191720,"2017","Los Angeles","Hollywood","Hollywood Studio District NC",4,3,13,24,53,0,0,0,1,0,0,2,1,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"442",191810,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,13,26,50,6,0,0,3,5,4,3,8,5,9,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
"443",191820,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,13,26,50,4,0,0,3,5,6,8,0,5,9,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
"444",191901,"2017","Los Angeles","Hollywood","Central Hollywood NC",4,3,4,26,50,22,0,0,0,0,8,4,5,0,0,17,7,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,16,0,0,16,71
"445",191902,"2017","Los Angeles","Miracle Mile","Greater Wilshire NC",4,3,5,26,50,13,0,0,0,0,3,1,2,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
"446",192001,"2017","Los Angeles","Mid-City West","Mid-City West NC",4,3,5,26,50,7,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"447",192002,"2017","Los Angeles","Mid-City West","Mid-City West NC",4,3,5,26,50,14,0,0,2,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"448",192300,"2017","Los Angeles","Miracle Mile","Greater Wilshire NC",4,3,4,26,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"449",192410,"2017","Los Angeles","Miracle Mile","Greater Wilshire NC",4,3,4,24,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"450",192420,"2017","Los Angeles","Miracle Mile","Greater Wilshire NC",4,2,4,24,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"451",192510,"2017","Los Angeles","Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,2,0,0,2,2,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
"452",192520,"2017","Los Angeles","Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"453",192610,"2017","Los Angeles","Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,12,0,0,0,0,0,41,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82
"454",192620,"2017","Los Angeles","Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,5,0,0,0,0,0,2,12,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
"455",192700,"2017","Los Angeles","Hollywood","East Hollywood NC",4,2,13,24,43,18,0,0,2,5,2,18,27,3,9,4,31,52,0,73,9,32,1,1,5,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,117,128,0,0,128,245
"456",194101,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,46,0,0,0,2,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"457",194102,"2017","Los Angeles","Hollywood Hills West","Hollywood Hills West NC",4,3,4,26,46,1,0,0,0,2,0,4,2,0,4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
