tract,Year,City,LACity,Community_Name,Detailed_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,YouthSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamEncampHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamEncampPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndEncampPeople,totYouthFamHH,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
211420,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
211500,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,3,4,24,53,34,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
211701,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,3,4,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
211703,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,2,4,24,53,34,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
211704,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,2,10,24,53,34,0,0,0,0,1,5,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
211802,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,10,0,0,3,4,0,11,0,5,7,0,19,0,0,0,0,0,0,0,0,0,0,0,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
211803,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,0,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
211804,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,6,0,0,1,0,0,1,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
211910,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
211921,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,9,0,0,1,5,0,2,0,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
211922,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
212101,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
212102,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,2,0,0,1,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
212202,2017,Los Angeles,1,Westlake,MacArthur Park NC,4,2,1,24,53,34,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
212203,2017,Los Angeles,1,Westlake,MacArthur Park NC,4,2,10,24,53,34,0,0,0,0,1,3,0,0,1,1,0,0,4,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
212204,2017,Los Angeles,1,Westlake,MacArthur Park NC,4,2,1,24,53,34,0,0,0,0,1,15,0,0,3,0,0,12,13,5,0,0,20,25,0,0,0,0,0,0,0,0,0,0,4,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,65
212303,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
212304,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
212305,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,2,0,0,1,1,4,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
212306,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,5,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
212410,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
212420,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
212501,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
212502,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,5,0,0,0,1,7,0,0,4,3,0,4,2,6,5,0,7,4,0,0,0,0,0,1,0,0,0,0,6,5,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
212610,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,2,4,24,53,34,0,0,0,0,1,9,0,0,1,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
212620,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,2,4,24,53,34,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
212701,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,2,4,24,53,34,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
212702,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,2,4,26,50,37,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
212800,2017,Los Angeles,1,Miracle Mile,Olympic Park NC,4,2,10,30,54,37,0,0,0,0,1,3,0,0,0,1,3,0,1,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
212900,2017,Los Angeles,1,Miracle Mile,Olympic Park NC,4,2,10,30,54,37,0,0,0,0,1,0,0,0,3,5,1,1,0,5,9,2,2,0,0,0,0,0,0,0,0,0,0,0,4,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
213100,2017,Los Angeles,1,Miracle Mile,Olympic Park NC,4,2,10,24,53,34,0,0,0,0,1,2,0,0,0,3,0,0,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
213201,2017,Los Angeles,1,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,10,24,53,34,0,0,0,0,1,9,0,0,1,3,1,0,8,2,5,2,0,15,0,0,0,0,0,0,0,0,0,0,1,5,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
213202,2017,Los Angeles,1,Miracle Mile,Olympic Park NC,4,2,10,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
213310,2017,Los Angeles,1,Pico Union,Pico Union NC,4,2,1,24,53,34,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
213320,2017,Los Angeles,1,Pico Union,Pico Union NC,4,2,1,24,53,34,3,0,0,0,1,5,0,0,0,0,0,2,6,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
213401,2017,Los Angeles,1,Westlake,MacArthur Park NC,4,2,1,24,53,34,0,0,0,0,1,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
213402,2017,Los Angeles,1,Pico Union,Pico Union NC,4,2,1,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
214000,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
214100,2017,Los Angeles,1,Miracle Mile,Greater Wilshire NC,4,3,5,26,50,33,0,0,0,0,1,4,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
214400,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,0,0,0,0,1,3,0,0,0,1,2,1,2,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
214501,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,4,26,50,33,0,0,0,0,1,8,0,0,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
214502,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,4,26,50,33,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
214503,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,4,26,50,33,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
214600,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
214700,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
214800,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
214901,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214902,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,5,26,50,33,0,0,0,0,1,9,0,0,1,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
215101,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,4,26,50,33,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
215102,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,3,4,26,50,33,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
216100,2017,Los Angeles,1,Miracle Mile,Olympic Park NC,4,2,4,26,50,37,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
216200,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,2,4,26,50,37,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
216300,2017,Los Angeles,1,Mid-City West,Mid-City West NC,4,2,5,26,50,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
216401,2017,Los Angeles,1,Palms,South Robertson NC,5,3,5,26,50,37,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
216402,2017,Los Angeles,1,Palms,South Robertson NC,5,3,5,26,50,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
216700,2017,Los Angeles,1,Miracle Mile,P.I.C.O. NC,4,2,10,30,54,37,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
216800,2017,Los Angeles,1,Miracle Mile,P.I.C.O. NC,4,2,5,26,50,37,0,0,0,0,1,7,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
216900,2017,Los Angeles,1,Miracle Mile,P.I.C.O. NC,4,2,10,30,54,37,5,0,0,0,1,0,0,0,0,3,9,0,1,0,5,19,0,2,0,0,0,0,0,0,0,1,0,0,0,5,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
217001,2017,Los Angeles,1,Palms,South Robertson NC,5,2,5,30,50,37,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
217002,2017,Los Angeles,1,Palms,South Robertson NC,5,2,5,30,54,37,0,0,0,0,1,11,0,0,5,1,2,1,3,8,2,4,2,6,0,0,0,0,0,1,0,0,0,0,7,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
217100,2017,Los Angeles,1,Miracle Mile,P.I.C.O. NC,4,2,10,30,54,37,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
217200,2017,Los Angeles,1,Miracle Mile,Olympic Park NC,4,2,10,30,54,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
218110,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,4,2,10,30,54,37,0,0,0,1,1,8,0,0,2,3,3,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,17,0,17,40
218120,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,4,2,10,30,54,37,2,0,12,1,1,20,2,6,4,0,5,6,3,6,0,10,10,6,0,0,0,0,0,1,0,1,0,0,6,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,59,0,14,0,14,73
218210,2017,Los Angeles,1,Mid City,Mid City NC,4,2,10,30,54,37,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
218220,2017,Los Angeles,1,Mid City,Mid City NC,4,2,10,30,54,37,0,0,0,0,1,5,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
218300,2017,Los Angeles,1,Mid City,Mid City NC,4,2,10,30,54,37,0,0,0,0,1,4,0,0,0,0,5,0,5,0,0,10,0,10,0,0,0,0,0,0,0,1,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
218400,2017,Los Angeles,1,Mid City,Mid City NC,6,2,10,30,54,37,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
218500,2017,Los Angeles,1,Mid City,Mid City NC,6,2,10,30,54,37,0,0,189,1,1,0,0,0,1,0,2,0,3,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,18,30
218600,2017,Los Angeles,1,Mid City,Mid City NC,6,2,10,30,54,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
218701,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
218702,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,50,3,0,0,1,0,0,0,4,0,2,0,2,6,0,4,0,4,0,0,0,0,0,1,0,0,0,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
218800,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,0,0,0,0,1,1,0,0,2,0,10,0,3,3,0,21,0,6,0,0,0,0,0,0,0,1,0,0,3,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
218900,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,0,0,0,0,1,3,1,3,10,3,0,0,1,16,5,0,0,2,1,0,0,0,0,2,0,0,0,0,14,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
219010,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,29,0,0,0,1,4,0,0,0,0,5,0,4,0,0,10,0,8,0,0,0,0,0,0,0,1,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
219020,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,0,0,0,0,1,0,0,0,11,7,5,0,3,17,13,10,0,6,1,0,0,0,0,2,1,1,0,0,16,12,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
219300,2017,Los Angeles,1,West Adams-Expo Park,United Neighborhoods NC,6,2,10,30,54,37,0,1,0,0,1,9,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
219500,2017,Los Angeles,1,Adams-La Brea,West Adams NC,6,2,10,30,54,37,0,0,0,0,1,2,0,0,8,3,3,0,0,13,5,6,0,0,0,0,0,0,0,1,0,0,0,0,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
219700,2017,Los Angeles,1,Adams-La Brea,West Adams NC,6,2,10,30,54,37,0,0,0,0,1,0,0,0,1,4,2,2,0,2,7,4,3,0,0,0,0,0,0,0,0,0,0,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
